dom_edific,nombre_est,nomb_abrev,telefono,comunas,barrio,longitude,latitude,,,,,,,,
Brandsen 2570,Centro de Formación Profesional N° 02,CFP 02 (s),4301-3655/59,4,BARRACAS,-58.3852,-34.6394,,,,,,,,
Avda. Díaz Vélez 4143,Centro Educativo de Nivel Primario N° 44,CENP 44,,5,ALMAGRO,-58.4253,-34.6084,,,,,,,,
Miralla 3838,Jardín de Infantes Nucleado A (Anexo 2),JIN A (a 2),,8,VILLA LUGANO,-58.4686,-34.6732,,,,,,,,
Avda. Eva Perón 6600,Escuela Infantil N° 08/20°,EI 08/20,4867-9681,8,VILLA LUGANO,-58.4941,-34.6688,,,,,,,,
Martínez Castro 3061,Jardín de Infantes Integral Nº 10/19° (s),JII 10/19 (s),,8,VILLA SOLDATI,-58.4504,-34.6628,,,,,,,,
Lacarra 1151 y Avda. Francisco Bilbao s/n,Esc. de Educación Media N° 02/13°,EEM 02/13,,9,PARQUE AVELLANEDA,-58.4754,-34.6452,,,,,,,,
Boyacá 2152,Esc. de Educación Media N° 02/14°,EEM 02/14,,11,VILLA GRAL. MITRE,-58.4721,-34.6061,,,,,,,,
Cañada de Gómez 3850,Instituto de Formación Técnica Superior N° 02,IFTS 02,,8,VILLA LUGANO,-58.4864,-34.6761,,,,,,,,
Perú 482,Instituto de Formación Técnica Superior N° 28,IFTS 28,4331-3509,1,MONTSERRAT,-58.3745,-34.6135,,,,,,,,
Rio Cuarto y Montesquieu,Centro de Actividades Infantiles y Juveniles Club Barracas Sur,CAIyJ Barracas,,4,BARRACAS,-58.3971,-34.6525,,,,,,,,
Mercedes 4002,Centro de Actividades Infantiles y Juveniles Club Devoto,CAIyJ Devoto,4566-5080,11,VILLA DEVOTO,-58.5127,-34.6006,,,,,,,,
Rogelio Yrurtia 5806,Centro de Actividades Infantiles y Juveniles Club Saavedra,CAIyJ Saavedra,4543-9344,12,SAAVEDRA,-58.5022,-34.5633,,,,,,,,
José Aarón Salmún Feijóo 1073,Centro de Actividades Infantiles y Juveniles Club La Boca,CAIyJ La Boca,4301-1020,4,BARRACAS,-58.3778,-34.6441,,,,,,,,
Nicasio Oroño 1431,Centro de Actividades Infantiles y Juveniles Club Caballito,CAIyJ Caballito,4581-9922,6,CABALLITO,-58.4582,-34.6089,,,,,,,,
Bahía Blanca 1551,Centro de Actividades Infantiles y Juveniles Club Floresta,CAIyJ Floresta,4566-7411,10,FLORESTA,-58.4909,-34.6196,,,,,,,,
Felipe Vallese 975,Jardín de Infantes Nucleado B La Veleta de Caballito (EPCjs 10/07º),JIN B (10),4431-4632,6,CABALLITO,-58.448,-34.614,,,,,,,,
Felipe Vallese 975,Esc. Primaria Común Nº 10 Arq. Mario Jose Buschiazzo,EPjs 10,4431-4632,6,CABALLITO,-58.448,-34.614,,,,,,,,
Monte 6869,Centro de Alfabetización, Educación Básica y Trabajo N° 30,CAEByT 30,Dir de Educación del Adulto y del Adolescente,20,-58.498,-34.6693,,,,,,,,
Cuzco 220,Centro de Alfabetización, Educación Básica y Trabajo N° 78 P San Cayetano,CAEByT 78,Dir de Educación del Adulto y del Adolescente,18,-58.5281,-34.6371,,,,,,,,
Cuzco 220,CENOF Centro San Cayetano,CENOF San Cayetano,4643-1101,9,LINIERS,-58.5281,-34.6371,,,,,,,,
Gral. Fructuoso Rivera 2900,Centro de Alfabetización, Educación Básica y Trabajo N° 15 Com Vec San Martín,CAEByT 15,Dir de Educación del Adulto y del Adolescente,19,-58.4394,-34.6603,,,,,,,,
Rio Cuarto y Montesquieu,Centro de Formación Profesional N° 09 - Polo Educativo Barracas,CFP 09 Polo Barracas,15-6958-0943,4,BARRACAS,-58.3971,-34.6525,,,,,,,,
Charcas 2659,Centro Educativo de Nivel Primario N° 38 - 56 - 57,CENP 38-56-57,,2,RECOLETA,-58.4047,-34.5949,,,,,,,,
Saraza 1353,Instituto de Formación Técnica Superior N° 11,IFTS 11,4924-5016,7,PARQUE CHACABUCO,-58.4368,-34.6389,,,,,,,,
Cnel. Martiniano Chilavert 2680,Esc. Primaria Común N° 23,EPjc 23,,8,VILLA SOLDATI,-58.4405,-34.6556,,,,,,,,
Tandil 6690,Centro Educativo de Nivel Secundario N° 02,CENS 02 Nueva Chicago,4687-2538,9,MATADEROS,-58.5029,-34.6626,,,,,,,,
Ana María Janer s/n Manzana 1,Ana Maria Janer - Los Piletones - Manzana 1 - V. Lugano,Centro de Alfabetización, Educación Básica y Trabajo N° 84 Comedor Niños Felices,1,Dir de Educación del Adulto y del Adolescente,-58.4541,-34.6626,96307.3,-58.4541,-34.6626,,,,,
Pico 2689,Curso Vocacional de Danza y Expresión Corporal Juvenil Nº 09,CV Dan Juv 09,4701-3923,12,SAAVEDRA,-58.4768,-34.5414,,,,,,,,
Jean Jaurés 870,Curso Vocacional de Danza y Expresión Corporal Juvenil Nº 07,CV Dan Juv 07,4961-7064,3,BALVANERA,-58.4076,-34.6003,,,,,,,,
Vieytes 1469,Esc. Primaria Común Nº 27 Manuel de Sarratea,EPjc 27,4963-3586 4301-0126,4,BARRACAS,-58.377,-34.6499,,,,,,,,
Vieytes 1469,Esc. Primaria p/Adultos Nº 27 Manuel de Sarratea,EPA 27,4301-0126,4,BARRACAS,-58.377,-34.6499,,,,,,,,
Fournier 3157,Centro de Alfabetización, Educación Básica y Trabajo N° 04,CAEByT 04,Dir de Educación del Adulto y del Adolescente,19,-58.418,-34.6526,,,,,,,,
Martínez Castro 2700 Manzana 5,,Martínez Castro 2700 Manzana 5, Casa 126,PriAdu,PAEByT (Prog de Alfabetización,-58.4528,-34.6592,VILLA SOLDATI,HTAL. DR. P. PIÑERO,100962,96681.8,,,,
Avda. Sáenz 1340,Centro de Alfabetización, Educación Básica y Trabajo N° 08,CAEByT 08,Dir de Educación del Adulto y del Adolescente,5,-58.4163,-34.6564,,,,,,,,
Portela 3150,Esc. de Música N° 04,EMus 04,4923-9002,8,VILLA SOLDATI,-58.4429,-34.662,,,,,,,,
Avda. Paseo Colón 1318,Centro Educativo de Nivel Primario N° 01-10-11-12-16-17-25-51,CENP 1-10-11-12-16-17-25-51,4672-2684,1,SAN TELMO,-58.3679,-34.6231,,,,,,,,
Fonrouge 711,Esc. de Danzas Nº 01 Prof. Nelly Ramicone (sede),EDan 01(s),4686-3145,9,LINIERS,-58.5075,-34.6458,,,,,,,,
Pieres 258,Esc. de Teatro,ETeatro,,9,LINIERS,-58.5148,-34.6427,,,,,,,,
Miralla 3838,Centro Educativo de Nivel Primario N° 45,CENP 45,4672-2684,8,VILLA LUGANO,-58.4686,-34.6732,,,,,,,,
Avda. Segurola 1601,Programa Contextos de Encierro Instituto Roca,PrCE Roca,,10,MONTE CASTRO,-58.4986,-34.6209,,,,,,,,
Avda. Córdoba 3120,Centro Educativo de Nivel Primario N° 05 - Arturo Ameghino,CENP 5,4672-2684,3,BALVANERA,-58.4106,-34.5983,,,,,,,,
Manzana 12 Casa 36 Villa 31 Bis,Centro Educativo de Nivel Primario N° 19 - Casa Abierta,CENP 19,4672-2684,1,RETIRO,-58.3893,-34.58,,,,,,,,
Estados Unidos 2957,Centro de Alfabetización, Educación Básica y Trabajo N° 22 Caminos Abiertos,CAEByT 22,Dir de Educación del Adulto y del Adolescente,6,-58.4069,-34.6206,,,,,,,,
Calle 13 Manzana 111,,Calle 13 Manzana 111, Casa 253,PriAdu,PAEByT (Prog de Alfabetización,-58.3903,-34.5798,RETIRO,HTAL. J.A.FERNANDEZ,106699,105480,,,,
Letonia (ex Paseo Estados Unidos del Brasil) y Avda. Antártida Argentina,Centro de Alfabetización, Educación Básica y Trabajo N° 10 Banderita,CAEByT 10,Dir de Educación del Adulto y del Adolescente,1,-58.3706,-34.588,,,,,,,,
Soldado de la Frontera 5155,Centro de Actividades Infantiles y Juveniles Club Lola Mora,CAIyJ Lola Mora,4605-0172,8,VILLA LUGANO,-58.4645,-34.6851,,,,,,,,
Avda. Triunvirato 3174,Inst. Nacional Superior del Profesorado Técnico,INS del Prof Tec,,15,VILLA ORTUZAR,-58.4669,-34.5841,,,,,,,,
Avda. Gral. Paz 12190,Escuela Técnica de Vialidad Nacional N°1 Maestro Mayor de Obras Don Oreste Casano,ET VN 01 O Casano,,9,MATADEROS,-58.5237,-34.6572,,,,,,,,
Brandsen 2570,Centro de Formación Profesional N° 02 - Unidad 20 / Unidad 27,CFP 02 (a),,4,BARRACAS,-58.3852,-34.6394,,,,,,,,
Bolívar 191,Centro de Actividades Infantiles y Juveniles sede,CAIyJ Sede,4342-5685,1,MONTSERRAT,-58.3736,-34.6101,,,,,,,,
Avda. Suárez 1851,Centro de Actividades Infantiles y Juveniles Club Barracas,CAIyJ Barracas,4301-5830/5750,4,BARRACAS,-58.3765,-34.6398,,,,,,,,
Avda. Ruiz Huidobro 3853,Centro de Actividades Infantiles y Juveniles Saavedra Mitre,CAIyJ Saavedra Mitre,4301-1775,12,SAAVEDRA,-58.4866,-34.5505,,,,,,,,
Manzana 12 Casa 14 Villa 31,Centro de Alfabetización, Educación Básica y Trabajo N° 17 Com Güemes,CAEByT 17,Dir de Educación del Adulto y del Adolescente,1,-58.3793,-34.5834,,,,,,,,
Varela 1425,Centro de Actividades Infantiles y Juveniles Flores,CAIyJ Flores,,7,FLORES,-58.4536,-34.6444,,,,,,,,
Martiniano Leguizamón 2974,CENOF Centro Conviven Mataderos,CENOF Ctro. Conviven Mataderos,,8,VILLA LUGANO,-58.491,-34.6665,,,,,,,,
Marcos Paz 2561,"Centro de Alfabetización, Educación Básica y Trabajo N° 21 Cooperativa ""La Nueva Esperanza""",CAEByT 21,4648-1692,18,10,-58.5068,-34.6152,,,,,,,,
Avda. Dorrego 3751,Inst. Superior del Prof. de Educación Inicial Sara Chamberlain de Eccleston - JIC Mitre,JIC Mitre-IES Eccleston,,14,PALERMO,-58.4188,-34.5647,,,,,,,,
Acassuso 6138,Esc. de Comercio Nº 32 José Leon Suarez (anexo),EC 32 (a),,9,LINIERS,-58.5111,-34.6463,,,,,,,,
Don Bosco 4050,Jardín Maternal N° 09/06,JM 09/06,4958-4815,5,ALMAGRO,-58.4226,-34.6137,,,,,,,,
Juan Agustín García 5265,"Jardín de Infantes Nucleado  Nº 18/18º ""E""",JIN E (18) (a),4567-5637,10,MONTE CASTRO,-58.5069,-34.6271,,,,,,,,
Rondeau 2751,Jardín de Infantes Integral Nº 10-  Inst. F.F. Bernasconi,JII 10 Bernasconi,4941-5550 Int.114,4,PARQUE PATRICIOS,-58.4022,-34.6335,,,,,,,,
Balcarce 677,Jardín Maternal N° 05/04,JM 05/04,4342-0337,1,MONTSERRAT,-58.3708,-34.6155,,,,,,,,
Dr. Florentino Ameghino 1441,Centro de Formación Profesional N° 34 - Profesor R Albergucci Casa Ntra Sra de los Remedios,CFP 34 (a),4683-9101,9,PARQUE AVELLANEDA,-58.4787,-34.6502,,,,,,,,
Charcas 4602,Programa Contextos de Encierro Inst. Agote,PrCE Agote,,14,PALERMO,-58.4256,-34.582,,,,,,,,
Benito Quinquela Martín 1151,Centro de Formación Profesional N° 34 - Profesor R Albergucci Casa San Pedro,CFP 34 (s),4301-3261,4,BOCA,-58.3665,-34.6425,,,,,,,,
Benjamín Lavaisse 1650  (Boca),Escuela Nacional Fluvial (Armada Argentina),Esc Nac Fluvial,,4,BOCA,-58.3507,-34.6293,,,,,,,,
15 de Noviembre de 1889 1749,UGEE N° 05 Bachillerato Popular de Adultos y Adolescentes Miguelito Pepe,UGEE 05 B.Pop Pepe,,1,CONSTITUCION,-58.3898,-34.6314,,,,,,,,
Lafayette 1879,UGEE N° 06 Bachillerato Popular de Adultos y Adolescentes 2 de Diciembre,UGEE 06 B.Pop 2 de Diciembre,4301-2148,4,BARRACAS,-58.3903,-34.6567,,,,,,,,
Querandíes 4290,UGEE N° 02 Bachillerato Popular de Adultos y Adolescentes IMPA,UGEE 02 B.Pop IMPA,,5,ALMAGRO,-58.4272,-34.6114,,,,,,,,
Dr. Enrique Finochietto 1802,Bachillerato Popular de Adultos y Adolescentes Escuela Libre de Constitución,B.Pop E Libre Constitución,,4,BARRACAS,-58.389,-34.6354,,,,,,,,
Santiago del Estero 866,UGEE N° 08 Bachillerato Popular de Adultos y Adolescentes Darío Santillán,UGEE 08 B.Pop Santillán,,1,CONSTITUCION,-58.3841,-34.6183,,,,,,,,
Cnel. Martiniano Chilavert 1136,UGEE N° 04 Bachillerato Popular de Adultos y Adolescentes Chilavert,UGEE 04 B.Pop Chilavert,,4,NUEVA POMPEYA,-58.4241,-34.642,,,,,,,,
Avda. Córdoba 3149,UGEE N° 03 Bachillerato Popular de Adultos y Adolescentes Maderera Córdoba,UGEE 03 B.Pop Córdoba,,2,RECOLETA,-58.4111,-34.5979,,,,,,,,
Azcuénaga 727,UGEE N° 07 Bachillerato Popular de Adultos y Adolescentes Paulo Freire,UGEE 07 B.Pop Freire,,3,BALVANERA,-58.4009,-34.6007,,,,,,,,
Avda. Regimiento de los Patricios 1933,Centro de Alfabetización, Educación Básica y Trabajo N° 26,CAEByT 26,Dir de Educación del Adulto y del Adolescente,4,-58.3682,-34.6485,,,,,,,,
Chacabuco 170,Centro de Formación Profesional N° 10 - Raul Scalabrini Ortiz (anexo) - SEC,CFP 10 SEC (a),,1,MONTSERRAT,-58.3762,-34.6101,,,,,,,,
Avda. Chorroarín 280,Esc. de Educ. Téc. Profesional de Nivel medio en Producción Agropecuaria y Agroalimentación,ET Prod Agro,4524-8368,15,AGRONOMIA,-58.4778,-34.5958,,,,,,,,
Padilla 1051,Esc. de Educación Media N° 03/07°,EEM 03/07,4582-5967 4581-8731,15,VILLA CRESPO,-58.4461,-34.5967,,,,,,,,
Manzana 22 Casa 18 Villa31,Centro de Alfabetización, Educación Básica y Trabajo N° 20,CAEByT 20,Dir de Educación del Adulto y del Adolescente,1,-58.3805,-34.5841,,,,,,,,
Rio Cuarto y Montesquieu,Esc. de Educación Media N° 06/05°,EEM 06/05,4302-7380,4,BARRACAS,-58.3971,-34.6525,,,,,,,,
Avda. Cabildo 3615,Jardín Maternal N° 07/10°,JM 07/10,,13,NUÑEZ,-58.4676,-34.5493,,,,,,,,
Lascano 4044,Instituto de Formación Técnica Superior Nº 16 sede,IFTS 16 s,,10,MONTE CASTRO,-58.4983,-34.6144,,,,,,,,
Juan Manuel Blanes s/n y Palos 210,Escuela Infantil N° 07/04°,EI 07/04,,4,BOCA,-58.3639,-34.6329,,,,,,,,
Zavaleta 1811,Centro de Alfabetización, Educación Básica y Trabajo N° 61 Capilla San Blas,CAEByT 61,Dir de Educación del Adulto y del Adolescente,5,-58.399,-34.6581,,,,,,,,
Zavaleta 1811,Centro de Alfabetización, Educación Básica y Trabajo N° 28,CAEByT 28,Dir de Educación del Adulto y del Adolescente,5,-58.399,-34.6581,,,,,,,,
Luis Herrera 3460,Centro de Alfabetización, Educación Básica y Trabajo N° 35 (JM Sueñitos),CAEByT 35,Dir de Educación del Adulto y del Adolescente,20,-58.4889,-34.6723,,,,,,,,
Esmeralda 55,Programa Contexto de Encierro,PrCE,,1,SAN NICOLAS,-58.3777,-34.6075,,,,,,,,
Bermúdez 2651,Programa Contextos de Encierro UCDevoto,PrCE Devoto,,11,VILLA DEVOTO,-58.515,-34.615,,,,,,,,
Baldomero Fernández Moreno 1783,Programa Contextos de Encierro Inst San Martín,PrCE ISan Martín,,7,PARQUE CHACABUCO,-58.4505,-34.6336,,,,,,,,
Avda. Belgrano 2670,Programa Contextos de Encierro Inst Belgrano,PrCE IBelgrano,,3,BALVANERA,-58.4038,-34.6147,,,,,,,,
Cortina 645,Programa Contextos de encierro Casa Puerto,PrCE Casa Puerto,,10,VILLA LURO,-58.5075,-34.6334,,,,,,,,
Avda. Cnel. Esteban Bonorino 884,Programa Contextos de Encierro Casa Flores,PrCE Casa Flores,,7,FLORES,-58.4546,-34.6374,,,,,,,,
Combate de los Pozos 1881,Centro Educativo de Nivel Secundario N° 89,CENS 89,4308-4300,4,PARQUE PATRICIOS,-58.3917,-34.6305,,,,,,,,
Suárez 1301,Centro Educativo de Nivel Primario N° 06,CENP 6,,4,BARRACAS,-58.3707,-34.6381,,,,,,,,
Dr. Ramón Carrillo 375,Centro Educativo de Nivel Primario N° 09 - Hospital Borda,CENP 9,,4,BARRACAS,-58.3819,-34.6375,,,,,,,,
Iguazú 1110,Primera Infancia Sol de Noche,PI 24,,4,BARRACAS,-58.4046,-34.6501,,,,,,,,
Tte. Gral. Juan Domingo Perón 2373,Primera Infancia Servicio Social Agustiniano,PI 08,,3,BALVANERA,-58.4003,-34.6073,,,,,,,,
California 787,Primera Infancia San José Obrero,PI 12,,4,BOCA,-58.3607,-34.6438,,,,,,,,
Calle 5  B° Güemes,Primera Infancia  Cristo Obrero,PI 14,,1,RETIRO,-58.3792,-34.5834,,,,,,,,
Sarmiento 2944,Primera Infancia JM La Vereda,PI 07,,3,BALVANERA,-58.4079,-34.6068,,,,,,,,
Avda. Paseo Colón 1318,Primera Infancia Jardín del Puente,PI 28,,1,SAN TELMO,-58.3679,-34.6231,,,,,,,,
Bolívar 191,Primera Infancia Sede,PI sede,,1,MONTSERRAT,-58.3736,-34.6101,,,,,,,,
Alvarado 1963,Primera Infancia Espacio de Juego Barracas,PI 11,,4,BARRACAS,-58.3767,-34.6456,,,,,,,,
Juan Carlos Gómez 253,Primera Infancia Espacio Nocheritos,PI 22,,4,PARQUE PATRICIOS,-58.3912,-34.6373,,,,,,,,
Fraga 895,Primera Infancia Espacio El Jardín de Teresa,PI 10,4926-2399,15,CHACARITA,-58.4558,-34.5837,,,,,,,,
Avda. Ruiz Huidobro 3853,Primera Infancia Nueve Lunas,PI 23,,12,SAAVEDRA,-58.4866,-34.5505,,,,,,,,
Cnel. Ramón L. Falcón 4126,Primera Infancia Luceritos,PI 21,,10,VELEZ SARSFIELD,-58.4847,-34.6361,,,,,,,,
Martínez Castro S/N  B° Carrillo, E,Martínez Castro s/n Pasaje D,Primera Infancia Centro Comúnitario Ramón Carrillo,Dir Gral de Estrategias para Educabilidad,19,-58.456,-34.6559,,,,,,,,
Mariano Acosta 3650,Primera Infancia JMC El Globo Rojo,PI 09,,8,VILLA SOLDATI,-58.4414,-34.6662,,,,,,,,
Avda. Perito Moreno 1700,Primera Infancia Madre del Pueblo,PI 17,,7,FLORES,-58.4318,-34.6499,,,,,,,,
Corrales 3420 / 3450,Primera Infancia Bichito de Luz,PI 20,,8,VILLA SOLDATI,-58.444,-34.6658,,,,,,,,
Martínez Castro 3061,Primera Infancia Nochecitas,PI 26,,8,VILLA SOLDATI,-58.449,-34.6623,,,,,,,,
Martiniano Leguizamón 2974,Primera Infancia Centro Comúnitario Conviven,PI 04,,8,VILLA LUGANO,-58.491,-34.6665,,,,,,,,
Luis Herrera 3460,Primera Infancia JMC Sueñitos,PI 13,,8,VILLA LUGANO,-58.4889,-34.6723,,,,,,,,
Mzna 28 altura Avda. Eva Perón 6336,Primera Infancia N. Sra. Del Carmen,PI 18,,8,VILLA LUGANO,-58.4918,-34.6675,,,,,,,,
Cafayate 5115,Primera Infancia Cafayate,PI 25,,8,VILLA LUGANO,-58.4674,-34.686,,,,,,,,
Plumerillo 3995,Primera Infancia JI San Cayetano,PI 03,,8,VILLA SOLDATI,-58.4541,-34.6643,,,,,,,,
Avda. Perito Moreno y Avda. Cruz   Villa 1-11-14,Primera Infancia Niños Felices,PI 06,,7,FLORES,-58.432,-34.6499,,,,,,,,
Avda. Antártida Argentina 425,Centro Educativo de Nivel Secundario N° 313,CENS 313,,1,RETIRO,-58.3692,-34.5936,,,,,,,,
Avda. Santa Fe 4358,Centro de Pedagogías de Anticipación (sede),CEPA s,4772-4028 /39,14,PALERMO,-58.4233,-34.5803,,,,,,,,
Avda. Independencia 569,Escuela Infantil N° 08/04°,EI 08/04,4361-1280,1,SAN TELMO,-58.3742,-34.6171,,,,,,,,
Tte. Benjamín Matienzo 1880,Jardín Maternal N°10/09°,JM 10/09,4782-8802,14,PALERMO,-58.4349,-34.5696,,,,,,,,
Cnel. Ramón L. Falcón 4250,Centro Educativo de Nivel Primario N° 18,CENP 18,4672-2684,10,VELEZ SARSFIELD,-58.4867,-34.6366,,,,,,,,
Gral. Martín de Gainza 1050,Centro de Pedagogías de Anticipación (anexo 01),CEPA a1,4582-6690,6,CABALLITO,-58.4467,-34.6087,,,,,,,,
Tarija 4136,Centro de Pedagogías de Anticipación (anexo 02),CEPA a2,4922-5797,5,BOEDO,-58.4225,-34.6299,,,,,,,,
Avda. Rivadavia 4950,Centro de Pedagogías de Anticipación (anexo 03),CEPA a3,4901-1582,6,CABALLITO,-58.4353,-34.618,,,,,,,,
Juncal 3251,Centro de Pedagogías de Anticipación (anexo 04),CEPA a4,4807-2966,14,PALERMO,-58.4104,-34.5853,,,,,,,,
Gral. Urquiza 277,Centro de Pedagogías de Anticipación (anexo 06),CEPA a6,4931-7981,3,BALVANERA,-58.41,-34.6137,,,,,,,,
Avda. del Libertador 4903,Centro de Pedagogías de Anticipación (anexo 07),CEPA a7,4772-0922,14,PALERMO,-58.4352,-34.5639,,,,,,,,
Moreno 711,Escuela Nacional de Museología,Esc Nac Museología,4342-6645,1,MONTSERRAT,-58.3765,-34.6115,,,,,,,,
Solís 765,Centro de Formación Profesional N° 32 - Asociación Obrera Textil,CFP 32,4382-3597,1,MONTSERRAT,-58.3905,-34.6178,,,,,,,,
Avda. Paseo Colón 731,Centro de Formación Profesional N° 33,CFP 33,4343-6585,1,SAN TELMO,-58.3696,-34.6164,,,,,,,,
México 4050,Centro de Formación Profesional N° 34 - Profesor R Albergucci Casa San Antonio,CFP 34 (a),4931-2139,5,ALMAGRO,-58.4232,-34.6204,,,,,,,,
Tarija 4136,Curso Vocacional de Danza y Expresión Corporal Infantil Nº 10,CV Dan Inf 10,4326-5478,5,BOEDO,-58.4225,-34.6299,,,,,,,,
Cnel. Ramón L. Falcón 2453,Centro Educativo de Nivel Primario N° 21 - Parroquia San José,CENP 21,4672-2684,7,FLORES,-58.4629,-34.6301,,,,,,,,
Brandsen 2570,Centro Educativo de Nivel Primario N° 27,CENP 27,4672-2684,4,BARRACAS,-58.3852,-34.6394,,,,,,,,
Rawson 42,Centro Educativo de Nivel Secundario N° 37 anexo,CENS 37 a,4981-0139,5,ALMAGRO,-58.4255,-34.6125,,,,,,,,
Esmeralda 55,Instituto Superior Metropolitano de Arte (ISMA),ISMA,4339-1813,1,SAN NICOLAS,-58.3777,-34.6075,,,,,,,,
Avda. Juan Bautista Alberdi 4754,Instituto Superior de Formación Artística (ISFA) anexo 1 Rogelio Yrurtia,ISFA a1,4613-1232,9,PARQUE AVELLANEDA,-58.4929,-34.644,,,,,,,,
Soldado de la Frontera 5155,Instituto Superior de Formación Artística (ISFA) anexo 2 Lola Mora,ISFA a2,4605-0172,8,VILLA LUGANO,-58.4645,-34.6851,,,,,,,,
Esmeralda 285,Instituto Superior de Formación Artística (ISFA) anexo 3 Aída Victoria Mastrazzi,ISFA a3,4326-5478,1,SAN NICOLAS,-58.3779,-34.605,,,,,,,,
Wenceslao Villafañe 1342,Instituto Superior de Formación Artística (ISFA) anexo 4 Manuel Belgrano,ISFA a4,4362-0853,4,BARRACAS,-58.3715,-34.6349,,,,,,,,
Alejandro Magariños Cervantes 5068,Instituto Superior de Formación Artística (ISFA) anexo 5 Jorge Donn,ISFA a5 J Donn,4567-3322/6561,10,VELEZ SARSFIELD,-58.5037,-34.6295,,,,,,,,
Alejandro Magariños Cervantes 5068,Instituto Superior de Formación Artística (ISFA) anexo 6 Fernando Arranz,ISFA a6 F Arranz,4567-3713,10,VELEZ SARSFIELD,-58.5037,-34.6295,,,,,,,,
Avda. Crisólogo Larralde 5085,Instituto Superior de Formación Artística (ISFA) anexo 7 Juan P. Esnaola,ISFA a7,4521-5831,12,SAAVEDRA,-58.4929,-34.5615,,,,,,,,
Pola y José Barros Pazos 5250,Escuela Infantil N° 08/21°,EI 08/21,,8,VILLA LUGANO,-58.4671,-34.6767,,,,,,,,
Pergamino 3045,Escuela Infantil N° 12/19°,EI 12/19,,8,VILLA SOLDATI,-58.4459,-34.6617,,,,,,,,
Monteagudo 351,Escuela Infantil N° 11/05° (s),EI 11/05 (s),,4,PARQUE PATRICIOS,-58.4051,-34.6413,,,,,,,,
Corrales 3420 / 3450,Centro de Actividades Infantiles y Juveniles Club de Jóvenes Soldati,CAIyJ Soldati,4339-1874,8,VILLA SOLDATI,-58.4447,-34.6661,,,,,,,,
Avda. Paseo Colón 1318,Centro de Actividades Infantiles y Juveniles Club de Jóvenes Isauro Arancibia,CAIyJ Arancibia,4308-2257,1,SAN TELMO,-58.3679,-34.6231,,,,,,,,
Mariano Acosta 2976,Centro de Actividades Infantiles y Juveniles Club De Jóvenes Fátima,CAIyJ Fátima,4919-7792,8,VILLA SOLDATI,-58.4486,-34.6603,,,,,,,,
Avda. del Libertador 4903,Centro Educativo Complementario de Natación Nº 03,CEC Natación 3,4776-6562,14,PALERMO,-58.4352,-34.5639,,,,,,,,
Constitución 1839,Centro de Terminalidad a Distancia (sede),CTD (s),4322-1241,3,SAN CRISTOBAL,-58.3917,-34.6251,,,,,,,,
Lascano 3810,Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo (anexo),IES J B Justo (a),4566-9247 4639-3981,11,VILLA DEL PARQUE,-58.4957,-34.613,,,,,,,,
Avda. Rivadavia 3846,Instituto de Formación Técnica Superior Nº 19,IFTS 19,4982-7727,5,ALMAGRO,-58.4203,-34.6115,,,,,,,,
Pola y José Barros Pazos 5250,Esc. Primaria Común Nº 19 Hermanos Latinoamericanos,EPjs 19,,8,VILLA LUGANO,-58.4671,-34.6767,,,,,,,,
Avda. Santiago de Compostela 3801 y Fernández,Centro Educativo de Nivel Secundario N° 91,CENS 91,,9,PARQUE AVELLANEDA,-58.4646,-34.6556,,,,,,,,
Avda. Crisólogo Larralde 5085,Escuela Infantil N° 06/15°,EI 06/15,,12,SAAVEDRA,-58.4929,-34.5615,,,,,,,,
Teodoro Garcia 3871,Centro de Pedagogías de Anticipación (anexo 08),CEPA a8,4551-9121,15,CHACARITA,-58.4547,-34.5838,,,,,,,,
Ana María Janer s/n El Refugio Manzana 2,El Refugio - Los Piletones - Manzana 2  V.Soldati,Centro de Alfabetización, Educación Básica y Trabajo N° 34,1,Dir de Educación del Adulto y del Adolescente,-58.4538,-34.663,96259.4,,,,,,,
Ayacucho 1680,Jardín de Infantes Nucleado C (EPCjs 01/01º),JIN C (01),4803-9149/63,2,RECOLETA,-58.3922,-34.5902,,,,,,,,
Martínez Castro 3061,Jardín de Infantes Integral Nº 10/19° (a),JII 10/19 (a),,8,VILLA SOLDATI,-58.449,-34.6623,,,,,,,,
Fonrouge 711,Instituto Superior de Formación Artística (ISFA) anexo 8 Nelly Ramicone,ISFA a8,4642-5554,9,LINIERS,-58.5075,-34.6458,,,,,,,,
Estados Unidos 2957,Centro de Alfabetización, Educación Básica y Trabajo N° 33 Caminos Abiertos,CAEByT 33,Dir de Educación del Adulto y del Adolescente,6,-58.4069,-34.6206,,,,,,,,
Cnel. Salvadores 799,Centro de Alfabetización, Educación Básica y Trabajo N° 68,CAEByT 68,Dir de Educación del Adulto y del Adolescente,4,-58.3615,-34.643,,,,,,,,
Agustín de Vedia 2519,Centro de Actividades Infantiles y Juveniles Club de Chicos Bajo Flores,CAIyJ Bajo Flores,4919-0677,7,FLORES,-58.4329,-34.6481,,,,,,,,
Rio Cuarto y Montesquieu,Centro de Alfabetización, Educación Básica y Trabajo N° 47,CAEByT 47,Dir de Educación del Adulto y del Adolescente,5,-58.3971,-34.6525,,,,,,,,
15 de Noviembre de 1889 1749,Primera Infancia Construyendo juntos,PI 30,,1,CONSTITUCION,-58.3898,-34.6314,,,,,,,,
